order_id,created_date,total_paid,state,unit_price_total,diff_paid_price
263996,2017-02-20 09:44:55,156.98,Completed,149.99,7.0
265614,2017-01-16 15:40:05,147.48,Completed,140.49,7.0
265951,2017-01-26 12:08:46,121.46,Completed,116.47,5.0
265954,2017-10-02 15:18:15,127.02,Completed,123.03,4.0
265968,2017-09-04 18:32:57,470.33,Completed,470.33,0.0
266727,2017-01-30 15:03:51,150.02,Completed,146.03,4.0
267194,2017-12-19 21:22:34,75.98,Completed,72.99,3.0
267375,2017-01-10 22:58:11,17.98,Completed,12.99,5.0
268174,2017-02-13 22:15:52,723.69,Completed,723.69,0.0
268234,2017-11-24 09:33:02,84.17,Completed,79.18,5.0
269440,2017-01-18 19:15:00,213.98,Completed,213.98000000000002,-0.0
272512,2018-03-04 11:35:15,114.98,Completed,109.99,5.0
274166,2017-01-21 12:52:28,170.99,Completed,170.99,0.0
274550,2017-01-09 15:17:53,118.92,Completed,108.92999999999999,10.0
277363,2017-01-17 23:33:59,29.99,Completed,29.99,0.0
277367,2017-01-11 17:07:00,179.98,Completed,167.99,12.0
279632,2017-02-13 19:45:18,219.67,Completed,214.68,5.0
279891,2017-01-16 22:59:07,64.99,Completed,69.99,-5.0
280008,2017-02-03 10:43:59,174.97,Completed,169.98,5.0
280867,2018-01-08 14:38:24,34.98,Completed,29.99,5.0
281222,2017-04-21 19:23:10,24.98,Completed,19.99,5.0
281492,2017-08-28 18:46:58,72.97,Completed,72.97,0.0
281497,2017-01-05 12:16:45,697.72,Completed,697.72,0.0
282487,2017-01-25 18:13:49,130.44,Completed,123.46,7.0
282776,2017-08-09 11:02:48,42.99,Completed,39.0,4.0
284739,2017-01-09 16:42:59,342.97,Completed,337.98,5.0
285582,2017-12-18 19:04:40,56.98,Completed,49.99,7.0
286842,2017-01-02 22:43:59,79.99,Completed,79.99,0.0
286974,2017-01-31 21:00:10,117.4,Completed,115.41,2.0
287311,2017-01-29 22:56:57,54.99,Completed,59.99,-5.0
288502,2017-01-22 13:09:26,351.97,Completed,346.98,5.0
288567,2017-07-03 23:08:38,24.97,Completed,19.98,5.0
289028,2017-02-15 10:45:22,267.98,Completed,267.98,0.0
289387,2017-07-25 17:05:17,58.28,Completed,51.29,7.0
290393,2017-09-24 11:41:23,318.93,Completed,313.94,5.0
290755,2018-02-13 10:17:49,540.16,Completed,533.17,7.0
291147,2017-02-09 12:08:58,49.98,Completed,44.99,5.0
292183,2017-11-24 02:05:50,71.48,Completed,66.49,5.0
293164,2017-11-23 18:05:25,54.99,Completed,51.0,4.0
294278,2018-03-04 20:04:01,173.98,Completed,169.99,4.0
294617,2017-01-14 11:41:48,120.2,Completed,113.21,7.0
294699,2017-05-29 00:01:35,33.98,Completed,33.98,0.0
295347,2017-01-01 02:02:38,72.19,Completed,72.19,0.0
295723,2017-01-08 15:04:58,39.98,Completed,34.99,5.0
296229,2017-01-03 03:10:06,132.98,Completed,132.98,0.0
296253,2017-01-10 11:43:43,308.95,Completed,303.96000000000004,5.0
296436,2017-01-11 10:09:27,387.6,Completed,387.6,0.0
296502,2017-01-01 21:21:57,71.57,Completed,64.58,7.0
296611,2017-01-02 05:41:19,112.99,Completed,112.99,0.0
297076,2017-01-03 17:03:42,46.88,Completed,46.879999999999995,0.0
297220,2017-01-07 15:15:29,112.98,Completed,112.99,-0.0
297572,2017-01-27 23:59:50,51.99,Completed,56.99,-5.0
297809,2017-01-01 12:07:38,18.23,Completed,14.24,4.0
298038,2017-07-04 17:10:48,266.95,Completed,259.96000000000004,7.0
298161,2017-01-02 10:20:14,327.99,Completed,328.0,-0.0
298211,2017-04-25 14:52:58,89.99,Completed,89.99,0.0
298506,2017-01-17 09:12:26,46.98,Completed,39.99,7.0
298617,2017-05-08 21:22:04,175.96,Completed,175.96,0.0
298643,2017-01-14 16:52:22,68.98,Completed,69.99,-1.0
298859,2017-01-02 11:32:47,54.99,Completed,54.99,0.0
298923,2017-02-15 16:13:52,63.94,Completed,59.95,4.0
299404,2017-01-01 22:59:31,415.11,Completed,415.11,0.0
299466,2017-01-01 22:56:21,1758.0,Completed,1758.0,0.0
299545,2017-01-01 01:51:47,51.48,Completed,47.49,4.0
299546,2017-01-01 01:57:34,18.99,Completed,18.99,0.0
299555,2017-01-01 02:18:45,263.48,Place Order,256.49,7.0
299556,2017-01-01 02:30:08,65.89,Completed,60.9,5.0
299561,2017-01-01 02:39:47,154.48,Completed,142.49,12.0
299563,2017-01-01 02:47:58,263.48,Completed,256.49,7.0
299564,2017-01-01 02:50:18,23.98,Completed,18.99,5.0
299571,2017-01-01 12:07:29,323.22,Completed,318.23,5.0
299578,2017-01-01 13:00:05,142.49,Completed,142.49,0.0
299579,2017-01-01 09:09:39,134.07,Completed,127.08,7.0
299581,2017-01-01 08:52:28,757.77,Place Order,757.77,0.0
299586,2017-01-01 09:21:29,47.98,Completed,42.99,5.0
299597,2017-01-01 19:19:57,149.48,Completed,142.49,7.0
299602,2017-01-01 10:13:44,474.05,Place Order,474.05,0.0
299606,2017-01-01 10:40:34,429.0,Place Order,429.0,0.0
299608,2017-01-01 10:56:05,71.48,Completed,66.49,5.0
299609,2017-01-01 10:56:02,474.05,Completed,474.05,0.0
299610,2017-01-01 11:00:40,152.97,Completed,140.98,12.0
299611,2017-01-01 10:53:57,39.99,Place Order,39.99,0.0
299614,2017-01-01 10:58:31,35.14,Place Order,35.14,0.0
299617,2017-01-01 11:07:57,23.74,Place Order,23.74,0.0
299623,2017-01-01 11:35:46,41.04,Completed,37.05,4.0
299627,2017-01-01 11:39:01,36.33,Place Order,31.34,5.0
299628,2017-01-01 11:39:02,189.99,Place Order,189.99,0.0
299634,2017-01-01 12:34:20,825.51,Completed,825.51,0.0
299635,2017-01-01 11:53:51,244.98,Place Order,239.99,5.0
299636,2017-01-01 11:54:23,474.05,Place Order,474.05,0.0
299637,2017-01-01 12:19:27,57.18,Completed,53.19,4.0
299638,2017-01-01 12:02:15,380.22,Completed,375.23,5.0
299639,2017-01-01 12:11:18,72.54,Place Order,65.55,7.0
299645,2017-01-01 12:17:56,179.99,Place Order,179.99,0.0
299648,2017-01-01 12:27:29,360.29,Completed,355.29,5.0
299650,2017-01-02 19:28:30,65.99,Completed,65.99,0.0
299653,2017-01-01 12:26:01,16.48,Place Order,9.49,7.0
299655,2017-01-01 12:43:56,203.62,Completed,196.63,7.0
299656,2017-01-01 12:29:56,28.49,Place Order,28.49,0.0
299657,2017-01-01 12:31:35,47.99,Place Order,47.99,0.0
299659,2017-01-01 12:45:54,79.98,Completed,75.99,4.0
299660,2017-01-01 12:33:22,33.98,Place Order,29.99,4.0
299661,2017-01-01 12:34:44,879.0,Place Order,879.0,0.0
299666,2017-01-01 12:42:24,72.99,Place Order,68.0,5.0
299667,2017-01-01 12:50:04,99.98,Completed,94.99,5.0
299670,2017-01-01 12:48:26,73.98,Place Order,66.99,7.0
299673,2017-01-01 20:55:01,172.13,Completed,168.14,4.0
299674,2017-01-01 13:26:40,584.24,Completed,584.24,0.0
299681,2017-01-01 13:13:25,111.47,Completed,104.48,7.0
299684,2017-01-01 13:12:31,195.98,Place Order,188.99,7.0
299692,2017-01-01 13:23:51,94.99,Place Order,94.99,0.0
299696,2017-01-01 14:56:18,79.0,Completed,75.00999999999999,4.0
299704,2017-01-01 13:49:09,17.98,Completed,12.99,5.0
299705,2017-01-01 13:45:30,31.49,Place Order,31.49,0.0
299710,2017-01-01 21:33:03,129.52,Completed,122.53,7.0
299711,2017-01-01 14:09:19,64.98,Place Order,59.99,5.0
299713,2017-01-01 14:10:52,85.49,Place Order,85.49,0.0
299714,2017-01-01 14:12:37,219.99,Place Order,219.99,0.0
299719,2017-01-01 14:34:35,44.87,Completed,39.879999999999995,5.0
299722,2017-01-01 14:23:10,769.0,Place Order,769.0,0.0
299723,2017-01-01 14:28:41,54.47,Completed,47.48,7.0
299730,2017-01-01 14:51:51,664.98,Place Order,664.98,0.0
299733,2017-01-01 14:53:59,51.03,Place Order,51.03,0.0
299735,2017-01-01 14:55:48,40.13,Place Order,35.14,5.0
299736,2017-01-01 23:15:06,166.48,Completed,161.49,5.0
299737,2017-01-01 15:12:28,99.98,Completed,94.99,5.0
299742,2017-01-01 15:25:11,48.67,Completed,43.68,5.0
299747,2017-01-01 15:27:22,41.13,Place Order,41.13,0.0
299750,2017-01-01 15:32:13,344.62,Place Order,344.62,0.0
299754,2017-01-01 15:39:21,416.99,Place Order,416.99,0.0
299760,2017-01-01 15:51:00,579.99,Place Order,579.99,0.0
299770,2017-01-01 16:17:43,294.49,Place Order,294.49,0.0
299773,2017-01-01 16:32:16,57.33,Completed,50.34,7.0
299776,2017-01-01 16:49:33,398.99,Completed,398.99,0.0
299778,2017-01-01 16:40:02,16.99,Place Order,16.99,0.0
299780,2017-01-01 16:55:22,22.18,Completed,15.19,7.0
299786,2017-01-01 16:56:52,322.99,Place Order,322.99,0.0
299792,2017-01-01 17:13:53,376.53,Completed,369.54,7.0
299802,2017-01-01 17:17:31,35.48,Completed,28.49,7.0
299803,2017-01-01 17:20:58,103.78,Completed,98.79,5.0
299807,2017-01-01 17:32:44,22.98,Completed,18.99,4.0
299808,2017-01-01 17:27:26,139.88,Completed,134.89,5.0
299810,2017-01-01 17:22:32,219.67,Place Order,214.68,5.0
299811,2017-01-01 17:35:30,25.88,Completed,20.89,5.0
299815,2017-01-01 17:34:03,23.98,Completed,18.99,5.0
299818,2017-01-01 19:40:31,23.93,Completed,19.94,4.0
299823,2017-01-01 17:53:02,293.78,Completed,288.79,5.0
299825,2017-01-01 18:27:32,23.98,Completed,18.99,5.0
299829,2017-01-01 18:00:47,282.48,Completed,275.49,7.0
299833,2017-01-01 18:05:22,79.03,Completed,75.04,4.0
299844,2017-08-11 10:41:19,106.98,Completed,99.99,7.0
299847,2017-01-01 18:26:23,40.23,Completed,33.24,7.0
299850,2017-01-01 18:37:51,48.97,Completed,48.97,0.0
299858,2017-01-01 18:38:51,114.33,Completed,107.33,7.0
299859,2017-01-01 20:46:19,470.24,Completed,470.24,0.0
299863,2017-01-01 18:47:31,35.98,Place Order,28.99,7.0
299864,2017-01-01 19:04:29,545.28,Completed,545.28,0.0
299865,2017-01-01 18:53:58,50.68,Completed,43.69,7.0
299867,2017-01-01 19:10:01,58.27,Completed,51.28,7.0
299868,2017-01-01 18:58:31,234.03,Completed,227.04,7.0
299869,2017-01-03 11:03:03,212.99,Completed,212.99,0.0
299870,2017-01-01 18:57:57,124.68,Completed,119.69,5.0
299871,2017-01-01 18:56:19,82.99,Place Order,82.99,0.0
299876,2017-01-01 19:05:16,38.23,Place Order,33.24,5.0
299877,2017-01-01 19:06:55,112.33,Place Order,107.34,5.0
299879,2017-01-01 19:11:28,35.48,Completed,28.49,7.0
299882,2017-01-01 19:12:11,177.0,Place Order,172.0,5.0
299886,2017-01-01 19:23:24,15.99,Place Order,15.99,0.0
299887,2017-01-01 19:33:32,35.14,Completed,35.14,0.0
299891,2017-01-01 19:39:40,63.98,Completed,56.99,7.0
299895,2017-01-01 20:17:17,72.54,Completed,65.55,7.0
299908,2017-01-01 19:39:48,474.05,Place Order,474.05,0.0
299909,2017-01-01 20:08:11,183.68,Completed,176.69,7.0
299910,2017-01-01 19:46:17,693.49,Completed,693.49,0.0
299911,2017-01-01 19:44:11,437.94,Place Order,437.94,0.0
299914,2017-01-01 19:46:06,65.54,Place Order,65.53999999999999,0.0
299918,2017-01-01 20:12:04,165.52,Completed,160.53,5.0
299919,2017-01-01 19:54:38,769.0,Place Order,769.0,0.0
299922,2017-01-01 19:58:18,559.99,Place Order,559.99,0.0
299923,2017-01-01 19:58:35,474.05,Place Order,474.05,0.0
299939,2017-01-01 20:29:19,73.48,Completed,66.49,7.0
299944,2017-01-01 21:55:11,223.22,Completed,223.21999999999997,0.0
299945,2017-01-01 21:19:31,147.47,Completed,142.48,5.0
299947,2017-01-01 20:36:30,549.0,Completed,549.0,0.0
299954,2017-01-01 20:40:24,52.48,Place Order,47.49,5.0
299959,2017-01-01 21:06:06,66.37,Completed,59.379999999999995,7.0
299962,2017-01-03 17:50:03,113.99,Completed,113.99,0.0
299968,2017-01-03 12:19:25,11.98,Completed,7.99,4.0
299969,2017-01-01 20:53:14,82.98,Place Order,75.99,7.0
299973,2017-01-01 21:17:16,61.98,Completed,56.99,5.0
299978,2017-01-01 21:02:31,466.95,Place Order,466.95,0.0
299981,2017-01-01 21:19:43,21.13,Completed,16.14,5.0
299983,2017-01-01 23:24:53,273.59,Completed,273.59,0.0
299984,2017-01-01 21:17:50,23.98,Completed,19.99,4.0
299991,2017-01-01 21:28:54,25.98,Completed,18.99,7.0
299993,2017-01-01 21:19:35,614.99,Place Order,614.99,0.0
299997,2017-01-01 21:23:20,199.0,Place Order,199.0,0.0
300001,2017-01-01 21:30:29,187.97,Place Order,183.98,4.0
300002,2017-01-01 21:38:06,80.74,Completed,80.74,0.0
300007,2017-01-01 21:42:11,35.48,Completed,28.49,7.0
300008,2017-01-01 21:50:39,64.83,Completed,59.84,5.0
300012,2017-01-01 21:50:30,35.33,Completed,31.34,4.0
300021,2017-01-01 22:00:26,149.48,Completed,142.49,7.0
300028,2017-01-01 22:06:04,65.55,Completed,65.55,0.0
300029,2017-01-01 22:14:34,325.12,Completed,320.13,5.0
300033,2017-01-01 23:29:27,61.89,Completed,56.9,5.0
300035,2017-01-01 22:22:56,909.0,Completed,909.0,0.0
300036,2017-01-01 22:36:25,30.73,Completed,23.74,7.0
300040,2017-01-01 22:10:39,795.1,Completed,795.1,0.0
300046,2017-01-02 20:01:02,41.99,Completed,35.0,7.0
300048,2017-01-01 22:21:08,6.64,Place Order,6.64,0.0
300049,2017-01-01 22:24:01,5.99,Place Order,5.99,0.0
300051,2017-01-01 22:59:01,49.73,Completed,42.74,7.0
300053,2017-01-01 22:26:51,154.83,Place Order,147.84,7.0
300054,2017-01-01 22:33:17,34.53,Completed,27.54,7.0
300055,2017-01-01 23:32:12,197.82,Completed,190.82,7.0
300056,2017-01-01 22:29:29,52.99,Place Order,52.99,0.0
300060,2017-01-01 22:45:54,49.73,Completed,42.74,7.0
300077,2017-01-01 23:10:13,101.98,Completed,94.99,7.0
300080,2017-01-01 23:03:02,61.98,Completed,56.99,5.0
300084,2017-01-01 23:01:02,39.99,Place Order,39.99,0.0
300085,2017-01-01 23:05:46,93.43,Completed,86.44,7.0
300094,2017-01-01 23:15:35,129.53,Place Order,122.54,7.0
300096,2017-01-01 23:18:23,54.98,Place Order,49.99,5.0
300104,2017-01-03 17:20:49,369.99,Completed,369.99,0.0
300106,2017-01-01 23:32:12,56.98,Place Order,56.980000000000004,-0.0
300109,2017-01-01 23:46:17,71.48,Completed,66.49,5.0
300110,2017-01-02 00:22:56,53.99,Completed,53.99,0.0
300120,2017-01-01 23:51:51,36.98,Place Order,29.99,7.0
300123,2017-01-02 00:04:31,49.99,Completed,49.99,0.0
300126,2017-01-02 00:03:54,68.73,Completed,61.74,7.0
300129,2017-01-02 00:02:06,23.98,Completed,19.99,4.0
300136,2017-01-02 00:22:24,16.98,Completed,12.99,4.0
300137,2017-12-26 23:50:03,311.2,Completed,311.2,0.0
300144,2017-01-02 00:18:12,777.95,Place Order,777.95,0.0
300149,2017-01-02 12:11:38,174.99,Completed,174.99,0.0
300152,2017-01-02 00:58:29,1538.0,Completed,1538.0,0.0
300158,2017-01-02 00:36:39,289.0,Completed,289.0,0.0
300161,2017-01-02 00:30:45,169.0,Place Order,169.0,0.0
300168,2017-01-02 00:51:31,149.99,Completed,149.99,0.0
300173,2017-01-02 00:59:21,37.97,Completed,33.98,4.0
300176,2017-01-02 00:50:57,292.96,Place Order,292.96,0.0
300178,2017-01-02 00:59:59,36.99,Place Order,36.99,0.0
300179,2017-01-02 07:55:09,434.96,Completed,434.96000000000004,-0.0
300184,2017-01-02 01:33:50,145.77,Completed,145.77,0.0
300185,2017-01-02 01:20:37,31.98,Completed,24.99,7.0
300188,2017-01-02 01:13:45,132.89,Completed,132.89,0.0
300189,2017-01-02 01:11:51,65.99,Completed,65.99,0.0
300192,2017-01-02 01:17:22,83.88,Completed,83.88,0.0
300193,2017-01-02 01:16:46,225.98,Completed,225.98,0.0
300195,2017-01-02 01:22:16,74.36,Place Order,74.36,0.0
300197,2017-01-02 01:25:00,46.99,Place Order,46.99,0.0
300199,2017-01-02 01:30:20,45.0,Completed,45.0,0.0
300203,2017-01-02 01:38:22,73.92,Completed,66.92,7.0
300207,2017-01-02 12:49:56,106.99,Completed,101.99,5.0
300208,2017-01-02 10:12:26,49.9,Completed,49.9,0.0
300212,2017-01-02 01:44:05,95.95,Place Order,95.94999999999999,0.0
300213,2017-01-02 01:52:56,64.98,Completed,64.98,0.0
300214,2017-01-02 01:45:58,49.99,Place Order,49.99,0.0
300218,2017-01-02 01:58:23,99.99,Completed,99.99,0.0
300219,2017-01-02 01:56:50,304.99,Place Order,304.99,0.0
300223,2017-01-02 02:15:25,36.98,Completed,32.99,4.0
300226,2017-01-02 02:27:41,46.99,Place Order,46.99,0.0
300234,2017-01-02 03:23:05,125.99,Place Order,125.99,0.0
300235,2017-01-02 03:39:21,84.99,Completed,84.99,0.0
300241,2017-01-02 05:02:29,49.99,Completed,49.99,0.0
300252,2017-01-02 08:08:23,49.99,Completed,49.99,0.0
300254,2017-01-02 08:07:34,55.99,Completed,55.99,0.0
300257,2017-01-02 09:37:38,37.97,Completed,32.98,5.0
300258,2017-01-02 11:31:23,49.99,Completed,49.99,0.0
300261,2017-01-02 08:24:12,879.0,Place Order,879.0,0.0
300262,2017-01-02 08:37:35,89.9,Completed,89.9,0.0
300263,2017-01-02 08:35:18,53.99,Completed,53.99,0.0
300265,2017-01-02 08:37:26,177.0,Completed,172.0,5.0
300268,2017-01-02 08:49:04,26.98,Completed,19.99,7.0
300271,2017-01-02 08:55:32,34.98,Completed,22.99,12.0
300273,2017-01-02 09:02:38,482.0,Completed,482.0,0.0
300278,2017-01-02 09:00:36,32.99,Place Order,32.99,0.0
300281,2017-01-02 14:53:22,55.97,Completed,55.97,0.0
300283,2017-01-02 09:25:21,236.95,Completed,236.95,0.0
300290,2017-01-02 09:36:20,34.97,Completed,27.979999999999997,7.0
300302,2017-01-02 09:44:33,13.59,Place Order,13.59,0.0
300304,2017-01-02 09:54:28,68.99,Completed,68.99,0.0
300306,2017-01-02 09:56:35,59.0,Completed,59.0,0.0
300307,2017-01-02 09:52:17,29.99,Place Order,29.99,0.0
300309,2017-01-02 10:02:42,59.97,Completed,59.97,0.0
300310,2017-01-02 10:00:21,96.98,Completed,96.97999999999999,0.0
300311,2017-01-06 08:48:32,91.97,Completed,87.97999999999999,4.0
300312,2017-01-02 09:58:27,29.99,Place Order,29.99,0.0
300314,2017-01-02 10:08:31,265.98,Completed,265.98,0.0
300315,2017-01-02 11:02:23,47.97,Completed,47.97,0.0
300317,2017-01-02 10:09:20,159.98,Completed,159.98,0.0
300319,2017-01-02 10:16:08,119.99,Completed,119.99,0.0
300320,2017-01-02 10:15:37,31.98,Completed,24.99,7.0
300322,2017-01-02 10:08:49,24.99,Place Order,24.99,0.0
300323,2017-01-02 10:14:00,339.99,Completed,339.99,0.0
300325,2017-01-02 10:19:56,36.89,Completed,29.9,7.0
300326,2017-01-03 15:15:19,96.97,Completed,96.97,0.0
300327,2017-01-02 10:22:28,284.99,Completed,284.99,0.0
300329,2017-01-02 10:29:08,99.98,Completed,99.98,0.0
300331,2017-01-03 09:41:00,56.98,Completed,56.980000000000004,-0.0
300333,2017-01-02 10:28:03,76.98,Completed,71.99,5.0
300336,2017-01-02 10:42:52,149.99,Completed,149.99,0.0
300339,2017-01-02 10:38:56,45.0,Completed,45.0,0.0
300346,2017-01-02 12:15:10,79.99,Completed,79.99,0.0
300347,2017-01-02 10:43:47,99.99,Completed,99.99,0.0
300350,2017-01-02 10:43:04,742.99,Place Order,742.99,0.0
300352,2017-01-02 10:44:35,60.99,Place Order,60.99,0.0
300354,2017-01-02 12:21:05,26.98,Completed,19.99,7.0
300362,2017-01-02 11:24:49,149.99,Completed,149.99,0.0
300364,2017-01-02 10:58:20,49.99,Completed,49.99,0.0
300368,2017-01-02 11:23:41,41.96,Completed,34.97,7.0
300369,2017-01-02 11:03:42,170.99,Completed,170.99,0.0
300371,2017-01-02 11:06:29,129.99,Completed,129.99,0.0
300372,2017-01-02 11:02:42,44.99,Place Order,44.99,0.0
300375,2017-01-02 11:11:57,21.98,Completed,14.99,7.0
300379,2017-01-02 11:10:17,59.9,Completed,59.9,0.0
300380,2017-01-02 11:07:26,199.99,Completed,199.99,0.0
300385,2017-01-02 11:22:13,114.98,Completed,114.97999999999999,0.0
300387,2017-01-02 11:26:05,429.0,Completed,429.0,0.0
300389,2017-01-02 11:36:53,84.99,Completed,84.99,0.0
300390,2017-01-02 11:18:30,72.99,Completed,72.99,0.0
300391,2017-01-02 12:45:36,287.98,Completed,287.98,0.0
300392,2017-01-02 11:17:02,24.34,Completed,17.35,7.0
300398,2017-01-02 11:20:25,55.99,Place Order,55.99,0.0
300399,2017-01-02 11:30:44,101.99,Completed,101.99,0.0
300400,2017-01-02 11:28:32,149.99,Completed,149.99,0.0
300401,2017-01-02 11:21:49,176.98,Place Order,171.99,5.0
300403,2017-01-02 11:27:44,19.99,Completed,19.99,0.0
300405,2017-01-02 11:25:19,167.99,Place Order,167.99,0.0
300406,2017-01-02 11:30:12,397.99,Completed,397.99,0.0
300410,2017-01-02 11:28:44,159.99,Place Order,159.99,0.0
300411,2017-01-02 11:47:44,94.99,Completed,94.99,0.0
300412,2017-01-02 11:46:02,69.99,Completed,69.99,0.0
300413,2017-01-02 11:32:27,49.99,Completed,49.99,0.0
300414,2017-01-02 11:35:01,46.99,Completed,46.99,0.0
300418,2017-01-02 11:36:21,101.55,Completed,101.55,0.0
300421,2017-01-02 13:10:04,187.98,Completed,182.98,5.0
300422,2017-01-02 13:21:22,119.96,Completed,119.96,0.0
300429,2017-01-02 11:40:36,205.99,Place Order,205.99,0.0
300430,2017-01-02 11:50:59,68.99,Completed,68.99,0.0
300434,2017-01-02 11:49:14,105.99,Completed,105.99,0.0
300435,2017-01-02 12:25:46,283.99,Completed,283.99,0.0
300436,2017-01-02 14:23:53,49.99,Completed,49.99,0.0
300439,2017-01-02 20:36:49,73.97,Completed,73.97,0.0
300440,2017-01-02 11:51:18,41.89,Place Order,41.89,0.0
300443,2017-01-02 14:51:23,234.97,Completed,234.97,0.0
300444,2017-01-02 11:54:34,59.98,Completed,59.98,0.0
300446,2017-01-02 12:27:22,45.88,Completed,45.88,0.0
300452,2017-01-02 12:12:23,169.99,Completed,169.99,0.0
300455,2017-01-02 13:17:49,523.97,Completed,523.97,0.0
300456,2017-01-02 17:39:54,49.99,Completed,49.99,0.0
300459,2017-01-02 12:05:32,33.98,Place Order,29.99,4.0
300462,2017-01-02 12:10:46,51.98,Completed,39.99,12.0
300463,2017-01-02 12:14:45,23.98,Completed,19.99,4.0
300464,2017-01-02 12:13:12,152.99,Completed,152.99,0.0
300466,2017-01-02 12:15:47,59.99,Completed,59.99,0.0
300467,2017-01-02 12:15:35,81.98,Completed,81.98,0.0
300468,2017-01-02 12:19:51,89.99,Completed,89.99,0.0
300469,2017-01-02 12:14:15,59.0,Completed,59.0,0.0
300471,2017-01-02 12:23:22,54.99,Completed,54.99,0.0
300475,2017-01-02 12:16:20,1049.65,Completed,1049.6499999999999,0.0
300476,2017-01-02 12:33:03,84.99,Completed,84.99,0.0
300482,2017-01-02 12:25:30,359.94,Completed,359.94,0.0
300485,2017-01-02 12:27:55,49.99,Completed,49.99,0.0
300487,2017-01-02 12:31:33,43.98,Place Order,36.99,7.0
300488,2017-01-02 12:32:47,953.0,Place Order,953.0,0.0
300495,2017-01-02 13:02:55,300.94,Completed,300.94,0.0
300497,2017-01-02 12:49:30,99.98,Completed,89.99,10.0
300498,2017-01-02 12:45:20,79.0,Completed,79.0,0.0
300506,2017-01-02 12:57:21,219.98,Completed,219.98,0.0
300507,2017-01-02 12:53:34,34.99,Place Order,34.99,0.0
300508,2017-01-02 12:53:55,879.0,Place Order,879.0,0.0
300512,2017-01-02 13:01:12,25.89,Completed,21.9,4.0
300513,2017-01-02 13:11:32,46.78,Completed,46.78,0.0
300518,2017-01-02 13:06:49,89.99,Completed,89.99,0.0
300525,2017-01-02 13:09:21,903.99,Completed,903.99,0.0
300527,2017-01-02 13:20:23,84.99,Completed,84.99,0.0
300528,2017-01-02 13:17:09,14.98,Completed,7.99,7.0
300530,2017-01-02 13:23:50,36.99,Completed,36.99,0.0
300531,2017-01-02 13:16:13,188.99,Completed,188.99,0.0
300532,2017-01-02 13:26:24,75.98,Completed,75.98,0.0
300533,2017-01-02 13:39:07,54.99,Completed,49.99,5.0
300535,2017-01-02 13:15:18,38.98,Place Order,38.98,0.0
300536,2017-01-02 13:21:00,21.98,Completed,14.99,7.0
300540,2017-01-02 13:33:56,49.99,Completed,49.99,0.0
300541,2017-01-02 13:39:29,385.88,Completed,385.88,0.0
300544,2017-01-02 13:28:56,54.99,Completed,54.99,0.0
300546,2017-01-02 13:36:03,62.99,Completed,62.99,0.0
300547,2017-01-02 13:32:14,59.9,Completed,59.9,0.0
300550,2017-01-02 13:30:47,39.98,Place Order,32.99,7.0
300551,2017-01-02 13:37:16,54.99,Completed,54.99,0.0
300553,2017-01-02 13:49:10,55.99,Completed,55.99,0.0
300554,2017-01-02 13:43:39,78.99,Completed,78.99,0.0
300565,2017-01-02 14:02:43,118.99,Completed,118.99,0.0
300566,2017-01-09 00:19:35,24.98,Completed,19.99,5.0
300573,2017-01-02 14:06:26,89.99,Place Order,89.99,0.0
300580,2017-01-02 14:13:51,13.98,Place Order,9.99,4.0
300582,2018-01-31 17:29:38,135.94,Completed,128.95,7.0
